title,published_at,channel_title,like_count,comment,commenter_id,comment_published_at
,,,,"Always felt like in the church, men always had righteous anger, while women were just spiteful and full of wrath. <br>And I have to laugh at John MacArthur giving lectures about anger as a sin. The hypocrisy of that man is astounding.",UCZ0dGveK8P4X7RZv5HffWgQ,2023-07-13T10:54:49Z
,,,,That sentence coming out of Jonathan Pokluda&#39;s mouth was disgusting and so damn wrong 🤢🤬,UCK4WxQN5t2GbDbh1c5XiUnQ,2023-07-13T01:58:19Z
,,,,It is obvious we need to know how to manage anger (i think that is what christian tradition meant). But now we have more information and we know it is just a natural emotion and very necessary to live a healthy life.,UCfHtBZ8A07kIUYd1wONJUsA,2023-07-12T00:52:39Z
,,,,"Some of these clips arent bad though. Marvin does a decent job at <a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=24m20s"">24:20</a> talking about the idea that wrath isnt just being angry, its something you feed into. Even being a leftist, i know i cant just hold onto rage. There has to be more than that driving me to make a better world. Of course i dont think being obsessively angry is the same as murder.",UCTSc7IFuFB2ICjTtQiGs8Cg,2023-07-10T07:46:05Z
,,,,The way some of these people speak under their breath is so creepy,UChqXhrUYhuf7MFE6d8PZHmw,2023-07-07T08:31:14Z
,,,,I worked so hard my whole life to be forgiving that I never ever processed my pain and grief from abuse until I was well into adulthood and finally gave myself permission to be angry in the first place working hard to forgive did not reduce my pain it simply prolonged it and caused me to lie to myself over and over again,UC78V2zqfxjk_BWxX7db6ueA,2023-07-07T01:21:35Z
,,,,I watched this again and it makes me so angry!!! How can people not see the badness thought in the name of religion. I feel so sorry for the victims becoming the victimised ones. Keep up the good work.,UCcL4XtRB1y3ZAxpiWU1rvbA,2023-07-03T08:42:43Z
,,,,There&#39;s a reason that churches want us to be sheep.  They want to fleece us and have us passively accept the abuse.,UC82tBZ6tb-flEgWaV57izwg,2023-06-30T13:36:21Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=14m09s"">14:09</a> &quot;What would I do if I were in a brainstorming meeting in hell?&quot;<br>Oooh! Oooh! Pick me!!<br>I would sit down with a pen and a lot of paper, and I would write a book. A book that I will convince everyone is true from cover to cover. This book would describe how the universe was created - incorrectly, of course, so that people who read it would distrust the science that will prove it wrong in a few millennia. It would be full of advice on how to live one&#39;s life - bad advice, of course, so that it make the people who read it miserable. It would be full of contradictions so that the people who read it will have to tie themselves in knots they can&#39;t untie just to reconcile it. It would constantly tell them that they should feel guilty for everything, because I really want to stress the thing about making them miserable. It would tell them that right is wrong, and wrong is right; good is bad, and bad is good. Obviously, the book would tell its readers not to question it - that they&#39;re evil for questioning it - so that they will never find out that I tricked them. And the most genius thing I would do is make it say that everything I wrote came unerringly from God, so that everyone who reads it will do and believe all these horrible things I put into the most horrible book I could design, turning them from God even as they believe they are embracing Him. I would write The Holy Bible.",UCETCWfqV-AGD1of-VDW2XBQ,2023-06-28T23:25:46Z
,,,,"God is a jealous god. He&#39;s wrathful about sin. We exist solely for his glorification because of his pride. He&#39;s too slothful to fix any of the issues with his creation, preferring to put it off until later. He&#39;s greedy for our adoration of him over even our families. God is sin incarnate. Sin isn&#39;t the problem for us, even within Christian doctrine; the fact that we&#39;re not God is the problem, because God can do whatever the hell he wants and nothing is wrong or evil when he does it, not even sin. Ultimately, sin doesn&#39;t matter, only being God does. And that&#39;s why you know it&#39;s all bullshit.",UCETCWfqV-AGD1of-VDW2XBQ,2023-06-28T22:38:14Z
,,,,Thank you for this video.,UC4f-wNM46mu5Kvs5tuRK_EA,2023-06-28T04:43:10Z
,,,,"So wait… a wrathful god will make them pay for their sins, either by burning them in hell or having already forgiven them like he did with you, and all said person has to do to avoid burning is be saved also? So it sounds like there is no punishment At All… I wish these people listened to themselves",UCfgItEdQYlr7L0hpDwlxyoQ,2023-06-28T04:06:07Z
,,,,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,UCABOn-76VdB7pxYsQQTZZWg,2023-06-27T11:50:43Z
,,,,I&#39;m just mad that they turned an emotion into a sin.,UCZWdSfd-aQKs_f20j8NR3kw,2023-06-26T23:54:14Z
,,,,"These people made me genuinely angry. They preach of love and respect,  but they are the most hateful people constantly.  they get angry at people for simply existing and living their life in a way that makes them happy. I was raised in the church as well, and now at 17 I have guilt for feeling any emotion at all. And I&#39;m trans as well because I was raised around people who were so angry at others for just existing, even nearly a year later I still am like why me? why did I have to be born this way? I have guilt over feeling so depressed from something completely outside my control. I have a choice to live in sadness for the rest of my life, or risk my life as I know it falling apart. And all this because of the anger of people like this. You try and point out their hypocrisy but they say its not true and that your just hating them. This is  one of the only groups of people I have complete distain for, the anger I feel at this people is mixed with confusion, can they not see all the harm they a causing? I can&#39;t do anything but laugh.",UCRIyJcwCNssVx4WKQ08k5Ug,2023-06-26T18:02:56Z
,,,,"Happy music sucks. Hate triumphs love, wether it be for good or bad.",UCt7xMptKr4MW5Ew-udARQDQ,2023-06-26T14:14:51Z
,,,,Mark Clark is seriously unhinged 😬,UCRC4CBs25zcMyP1daIOCKmg,2023-06-25T23:13:51Z
,,,,"Bro you need to report dude, and have a police report done on bro!!!! Dont just sit around and do nothing",UCne5Gw-ZJiOmEu889B3m8FA,2023-06-23T22:55:03Z
,,,,The camping story wasn&#39;t the part that needed a warning? How?,UCUh1bJjh0JsmIgceRZPHStA,2023-06-23T13:45:45Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=33m30s"">33:30</a> ...and you&#39;re not as bad as Yahweh.",UCZcW1IUhSGPh8KYivy9-3NQ,2023-06-23T06:52:09Z
,,,,"I think it&#39;s interesting how the people protesting mistreatment and bigotry are the ones being divisive, and not the ones preaching division.",UC_4ZVyLaFarwZKeYS2yAm4A,2023-06-22T14:58:35Z
,,,,"As someone who used to have anger management issues who has always been a strict pacifist (yeah, I internalized most of the anger I felt, until I put my fist through a wall in the break room), I say &quot;Try drugs&quot;. People always told me, &quot;No, that&#39;s only a temporary solution.&quot; Well, it&#39;s 19 years later, and they still work. I&#39;ve never felt more at peace. I still get frustrated with people, situations, and ignorance. Except now, I&#39;m calm enough to stop, take a beat to consider if being angry will solve anything, or even if there is anything for me to solve. As an Atheist, it feels strange whenever I say this, but a modified version of the Serenity Prayer has become instinct for me. All that is well and good, but the drugs still are incredibly effective. <br>Disclaimer: Drugs are not inherently bad, mmmKay? Do them responsibly, and if possible, don&#39;t mess with dissociatives, especially if you&#39;re angry or are in the slightest bit uncomfortable.",UC4ZG3EEDiSMJW98mGdA2xNg,2023-06-21T16:24:36Z
,,,,"&quot;There is anger in our music&quot; Yes, that&#39;s the best part. Music sparked by anger is always the best, most fire tracks, not to mention being a great outlet",UCnQ2sO5iVie3sitaZ8tvBAw,2023-06-19T17:57:33Z
,,,,"One of my most haunting memories of my now-estranged father was this one point where we were having an argument over how badly he&#39;d treated me on account of being queer/vehemently supporting the queer community. I don&#39;t remember what exactly led up to the declaration, but all of a sudden, he bursts out with this: <br><br>&quot;Well, I think you should <b>FOrGiVe</b> me.&quot;<br><br>In a tone more patronizing than the written word can do justice. <br><br>At the time, I was so taken aback, that all I could do was give him a look and leave. This was the event that taught me how much of a weapon forgiveness can become in the hands of a person who would take it as a free pass to do what they did again without consequences.",UC1NGJULoC6dTh5OF9bjapOA,2023-06-19T14:33:19Z
,,,,"&quot;Hey guys, it&#39;s super evil to hold on to anger and to not forgive someone, but if you don&#39;t worship me, I will condemn you to a fiery torture for all eternity with no chance of ever leaving or repeanting.&quot; --Yahweh<br><br>The Christain god is a fucked up, sadistic, hypocritical, degenerate that no-one should be looking to for moral advice.",UC_7dLTZ2a3jKucd15AYd_7Q,2023-06-19T01:45:13Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=19m56s"">19:56</a> Mark Clark endorses road rage. <br>Blessed by the lord, my god!",UCUR9v3o0tn5nR5mRKv-FFmQ,2023-06-18T14:32:44Z
,,,,Is there a requirement on how long I have to had forgiven someone or can I forgive all the people that have hurt me on my death bed to get into heaven 🤔,UCM1dzs-53Ni5mNXd7fz0RcA,2023-06-17T23:06:02Z
,,,,“You forgive yourself every day”<br>Some people have anxiety. Some people can’t. I know from personal experience that even the smallest mistake sticks with some people for <b>years.</b> Saying that you forgive yourself every day is one of the stupidest things I’ve heard today.,UCTyC4NumFmpf6_agK3iTc3w,2023-06-17T22:34:53Z
,,,,O my favorite sin of all 😈,UCTtUZQKi8ph6w04PpgE6zgA,2023-06-16T18:51:19Z
,,,,I had no idea ducks eating peas is what I needed today. Especially after the manipulative ugliness on display by these speakers. I thank you for that. 🦆🦆🦆,UCk1nnbZlMTUsmiPGcdTfYXQ,2023-06-16T16:12:09Z
,,,,Forgiveness absolutely does NOT remove the requirement of accountability,UC8Gjr1t-6SzjxjclHh4sdcw,2023-06-15T21:12:15Z
,,,,to quote Anansi from American Gods &quot;Anger Gets Shit Done&quot;,UCnfaaAkUwElgAabWt3Dwbkw,2023-06-15T07:18:33Z
,,,,Jonathan Poluka is such a GODDAMN JERK CONDEMNING A MAN FOR WANTING TO KILL THE MAN WHO RAPED THREE OF HIS DAUGHTERS SCREW THIS JERK,UCLpEs3tdQjWoN0FFu9aUNTg,2023-06-15T00:40:02Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=33m33s"">33:33</a> I understand Sufjan&#39;s lyrics differently.<br>&quot;And in my best behaviour, I am really just like him. Look beneath the floorboards for the secrets I have hid.&quot; <br>In the context of the other songs in the album (Illinoise), the singer seems to be a young gay man in love with his best friend. He is of a Christian upbringing, yes, and being bombarded with messages that gay men are predators and serial killers.<br>What you might find under his floorboards are not bodies - they&#39;re love letters. <br>He is not saying that all sins are the same, he&#39;s simply afraid of himself.<br><br>At least, that was my understanding of it.",UC-LdlaD-_jjgs1W2FuCEZ4Q,2023-06-14T18:26:26Z
,,,,"Are u so anti God because of your sexuality, and you do realize that you&#39;ve made science your new god right",UCN1lfT7ONzNmtVWCTn802Sg,2023-06-14T00:34:45Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=11m34s"">11:34</a> i kinda laughed at this, yeah, i guess i am angry at someone, my brother is a pedophile and i think its hillarious hes standing there trying to convince an imaginary me that i should forgive him for it",UC7xH6l6BQ6-3PCDeUvP1YoA,2023-06-10T23:27:59Z
,,,,Pastor Mark Clark is like like the Heath Ledger&#39;s Joker of pastors lmao. It&#39;s like he watched the movie and was super inspired by the Jokers Charisma.,UCjlCpx6PoNHDPRH-PilMegg,2023-06-10T20:20:55Z
,,,,"He’s disgusting. Telling victims to just “get over it,” is disgusting!",UCSyr3rz0QDZ10OUSiIEWQrA,2023-06-09T20:22:00Z
,,,,I had to stop at the Larry Nassar part because the comparisons he started getting into made me actually feel rage,UCyC0FdTj2jNpGwbf_h3uDeQ,2023-06-09T03:11:21Z
,,,,"What makes no sense, on top of a long list of things that religion consist of that makes no sense, is this idea that God is so angry about sin and abuse and exploitation, but he literally is the author of it. He said in his book &quot;I form the light, and create darkness: I make peace, and create evil: I the LORD do all these things.&quot; He literally facilitated the circumstances for sin to exist, he created Satan. He created every angel that rebelled and became a demon. He creates the circumstances for life to be so bad for what? What&#39;s his end purpose at the end of the day? To show us how glorious and awesome he is? Is God that lonely and delusional and moronic that he would make a litany of imperfect creations and let bad horrible things happen because of it, so he can flex on all of creation? &quot;Hey everyone that I created, look at me I&#39;m so awesome and powerful, now enjoy an eternity in hell, even though everything you did was my fault because I created peace and evil.&quot; Religion is a weapon used on foolish people. You have to be a willful fool to stick with such illogical rhetoric.",UCNnHgAd4xiopMOHp-1k6byw,2023-06-08T09:42:06Z
,,,,&quot;Only I road rage in the right way.&quot;,UCVwzzMmWHnaHiUIlrlwe8VQ,2023-06-05T17:00:40Z
,,,,Those pastors are regulars at their local Home Depot,UCRNJYqeg2xKQdLT377Pi3Zw,2023-06-03T02:25:30Z
,,,,"Anger is a healthy, valid emotion... <br><b>We must have control over our actions that anger prompts; displaying it only at the right time(s).</b>",UC9Rz5XTclMPW2pJHRxk6_dA,2023-05-31T16:28:44Z
,,,,"these ppl saying to forgive their abuser... there is something else in that narrative, either they know one or they are creeps themselves. i hope i am wrong",UCfM17F6eACdWN88rj1YMCMQ,2023-05-30T21:47:39Z
,,,,God is so angry about injustice that he lets his people cover it up consistently.,UCaLqgPX0yeiymlGuitKysFw,2023-05-28T11:30:18Z
,,,,"I know, three comments on one video... I treated tortured POWs in the surgical department of a hospital ship. I will never forgive the Monsters who committed those atrocities.",UCbMb6cR8WtCFJZIpRMo44cQ,2023-05-28T00:38:06Z
,,,,Jesus makes the Holocaust ok? WTF Over?,UCbMb6cR8WtCFJZIpRMo44cQ,2023-05-28T00:34:13Z
,,,,"<a href=""https://youtu.be/HSKj3LQilcI"">https://youtu.be/HSKj3LQilcI</a>",UCbMb6cR8WtCFJZIpRMo44cQ,2023-05-28T00:31:06Z
,,,,"Isn&#39;t this mass grooming, setting the congregation up to accept their sexual abuse?",UCbMb6cR8WtCFJZIpRMo44cQ,2023-05-28T00:29:25Z
